"Year","StockName","SeriesLabel","Values"
1991,"Nooksack","Esc (tGMR)",NA
1992,"Nooksack","Total Esc",601
1992,"Nooksack","Total Nat. Origin Esc",NA
1992,"Nooksack","Esc (tGMR)",NA
1993,"Nooksack","Total Esc",684
1993,"Nooksack","Total Nat. Origin Esc",NA
1993,"Nooksack","Esc (tGMR)",NA
1994,"Nooksack","Total Esc",163
1994,"Nooksack","Total Nat. Origin Esc",NA
1994,"Nooksack","Esc (tGMR)",NA
1995,"Nooksack","Total Esc",520
1995,"Nooksack","Total Nat. Origin Esc",NA
1995,"Nooksack","Esc (tGMR)",NA
1996,"Nooksack","Total Esc",738
1996,"Nooksack","Total Nat. Origin Esc",NA
1996,"Nooksack","Esc (tGMR)",NA
1997,"Nooksack","Total Esc",797
1997,"Nooksack","Total Nat. Origin Esc",NA
1997,"Nooksack","Esc (tGMR)",NA
1998,"Nooksack","Total Esc",527
1998,"Nooksack","Total Nat. Origin Esc",37
1998,"Nooksack","Esc (tGMR)",NA
1999,"Nooksack","Total Esc",1111
1999,"Nooksack","Total Nat. Origin Esc",117
1999,"Nooksack","Esc (tGMR)",NA
2000,"Nooksack","Total Esc",1615
2000,"Nooksack","Total Nat. Origin Esc",313
2000,"Nooksack","Esc (tGMR)",NA
2001,"Nooksack","Total Esc",2629
2001,"Nooksack","Total Nat. Origin Esc",473
2001,"Nooksack","Esc (tGMR)",NA
2002,"Nooksack","Total Esc",4366
2002,"Nooksack","Total Nat. Origin Esc",415
2002,"Nooksack","Esc (tGMR)",NA
2003,"Nooksack","Total Esc",3448
2003,"Nooksack","Total Nat. Origin Esc",279
2003,"Nooksack","Esc (tGMR)",NA
2004,"Nooksack","Total Esc",1891
2004,"Nooksack","Total Nat. Origin Esc",373
2004,"Nooksack","Esc (tGMR)",NA
2005,"Nooksack","Total Esc",2279
2005,"Nooksack","Total Nat. Origin Esc",284
2005,"Nooksack","Esc (tGMR)",NA
2006,"Nooksack","Total Esc",1716
2006,"Nooksack","Total Nat. Origin Esc",442
2006,"Nooksack","Esc (tGMR)",NA
2007,"Nooksack","Total Esc",1786
2007,"Nooksack","Total Nat. Origin Esc",407
2007,"Nooksack","Esc (tGMR)",NA
2008,"Nooksack","Total Esc",1714
2008,"Nooksack","Total Nat. Origin Esc",497
2008,"Nooksack","Esc (tGMR)",2714
2009,"Nooksack","Total Esc",2114
2009,"Nooksack","Total Nat. Origin Esc",358
2009,"Nooksack","Esc (tGMR)",2889
2010,"Nooksack","Total Esc",2378
2010,"Nooksack","Total Nat. Origin Esc",1178
2010,"Nooksack","Esc (tGMR)",4303
2011,"Nooksack","Total Esc",1178
2011,"Nooksack","Total Nat. Origin Esc",237
2011,"Nooksack","Esc (tGMR)",2620
2012,"Nooksack","Total Esc",1103
2012,"Nooksack","Total Nat. Origin Esc",554
2012,"Nooksack","Esc (tGMR)",2176
2013,"Nooksack","Total Esc",1539
2013,"Nooksack","Total Nat. Origin Esc",145
2013,"Nooksack","Esc (tGMR)",4879
2014,"Nooksack","Total Esc",1573
2014,"Nooksack","Total Nat. Origin Esc",165
2014,"Nooksack","Esc (tGMR)",2249
2015,"Nooksack","Total Esc",1779
2015,"Nooksack","Total Nat. Origin Esc",443
2015,"Nooksack","Esc (tGMR)",3878
2016,"Nooksack","Total Esc",1776
2016,"Nooksack","Total Nat. Origin Esc",700
2016,"Nooksack","Esc (tGMR)",3711
2017,"Nooksack","Total Esc",2926
2017,"Nooksack","Total Nat. Origin Esc",317
2017,"Nooksack","Esc (tGMR)",6727
2018,"Nooksack","Total Esc",3117
2018,"Nooksack","Total Nat. Origin Esc",510
2018,"Nooksack","Esc (tGMR)",4492
2019,"Nooksack","Total Esc",1418
2019,"Nooksack","Total Nat. Origin Esc",109
2019,"Nooksack","Esc (tGMR)",4796
2020,"Nooksack","Total Esc",1805
2020,"Nooksack","Total Nat. Origin Esc",333
2020,"Nooksack","Esc (tGMR)",NA
2021,"Nooksack","Total Esc",2421
2021,"Nooksack","Total Nat. Origin Esc",209
2021,"Nooksack","Esc (tGMR)",NA
2022,"Nooksack","Total Esc",4319
2022,"Nooksack","Total Nat. Origin Esc",209
2022,"Nooksack","Esc (tGMR)",NA
1975,"Lake Washington","Esc",656
1976,"Lake Washington","Esc",547
1977,"Lake Washington","Esc",675
1978,"Lake Washington","Esc",890
1979,"Lake Washington","Esc",1243
1980,"Lake Washington","Esc",1360
1981,"Lake Washington","Esc",624
1982,"Lake Washington","Esc",763
1983,"Lake Washington","Esc",1332
1984,"Lake Washington","Esc",1252
1985,"Lake Washington","Esc",949
1986,"Lake Washington","Esc",1470
1987,"Lake Washington","Esc",2038
1988,"Lake Washington","Esc",792
1989,"Lake Washington","Esc",1011
1990,"Lake Washington","Esc",787
1991,"Lake Washington","Esc",661
1992,"Lake Washington","Esc",790
1993,"Lake Washington","Esc",245
1994,"Lake Washington","Esc",888
1995,"Lake Washington","Esc",930
1996,"Lake Washington","Esc",336
1997,"Lake Washington","Esc",294
1998,"Lake Washington","Esc",697
1999,"Lake Washington","Esc",992
2000,"Lake Washington","Esc",361
2001,"Lake Washington","Esc",1434
2002,"Lake Washington","Esc",971
2003,"Lake Washington","Esc",1055
2004,"Lake Washington","Esc",1424
2005,"Lake Washington","Esc",1063
2006,"Lake Washington","Esc",1599
2007,"Lake Washington","Esc",2409
2008,"Lake Washington","Esc",1681
2009,"Lake Washington","Esc",793
2010,"Lake Washington","Esc",739
2011,"Lake Washington","Esc",886
2012,"Lake Washington","Esc",1614
2013,"Lake Washington","Esc",1903
2014,"Lake Washington","Esc",626
2015,"Lake Washington","Esc",2024
2016,"Lake Washington","Esc",1308
2017,"Lake Washington","Esc",2317
2018,"Lake Washington","Esc",978
2019,"Lake Washington","Esc",999
2020,"Lake Washington","Esc",607
2021,"Lake Washington","Esc",1330
2022,"Lake Washington","Esc",1037
1975,"Hoko","Esc",NA
1976,"Hoko","Esc",NA
1977,"Hoko","Esc",NA
1978,"Hoko","Esc",NA
1979,"Hoko","Esc",NA
1980,"Hoko","Esc",NA
1981,"Hoko","Esc",NA
1982,"Hoko","Esc",NA
1983,"Hoko","Esc",NA
1984,"Hoko","Esc",NA
1985,"Hoko","Esc",NA
1986,"Hoko","Esc",801
1987,"Hoko","Esc",581
1988,"Hoko","Esc",686
1989,"Hoko","Esc",775
1990,"Hoko","Esc",378
1991,"Hoko","Esc",894
1992,"Hoko","Esc",642
1993,"Hoko","Esc",775
1994,"Hoko","Esc",332
1995,"Hoko","Esc",750
1996,"Hoko","Esc",1227
1997,"Hoko","Esc",768
1998,"Hoko","Esc",1618
1999,"Hoko","Esc",1497
2000,"Hoko","Esc",612
2001,"Hoko","Esc",768
2002,"Hoko","Esc",443
2003,"Hoko","Esc",863
2004,"Hoko","Esc",866
2005,"Hoko","Esc",203
2006,"Hoko","Esc",845
2007,"Hoko","Esc",462
2008,"Hoko","Esc",431
2009,"Hoko","Esc",69
2010,"Hoko","Esc",319
2011,"Hoko","Esc",1275
2012,"Hoko","Esc",401
2013,"Hoko","Esc",656
2014,"Hoko","Esc",1534
2015,"Hoko","Esc",2425
2016,"Hoko","Esc",624
2017,"Hoko","Esc",913
2018,"Hoko","Esc",1945
2019,"Hoko","Esc",1557
2020,"Hoko","Esc",1839
2021,"Hoko","Esc",1881
2022,"Hoko","Esc",1168
1975,"Quillayute Sum","Esc",NA
1976,"Quillayute Sum","Esc",1300
1977,"Quillayute Sum","Esc",3800
1978,"Quillayute Sum","Esc",2300
1979,"Quillayute Sum","Esc",2100
1980,"Quillayute Sum","Esc",964
1981,"Quillayute Sum","Esc",815
1982,"Quillayute Sum","Esc",1126
1983,"Quillayute Sum","Esc",548
1984,"Quillayute Sum","Esc",618
1985,"Quillayute Sum","Esc",550
1986,"Quillayute Sum","Esc",853
1987,"Quillayute Sum","Esc",666
1988,"Quillayute Sum","Esc",2599
1989,"Quillayute Sum","Esc",2407
1990,"Quillayute Sum","Esc",1483
1991,"Quillayute Sum","Esc",1188
1992,"Quillayute Sum","Esc",1009
1993,"Quillayute Sum","Esc",1292
1994,"Quillayute Sum","Esc",974
1995,"Quillayute Sum","Esc",1333
1996,"Quillayute Sum","Esc",1170
1997,"Quillayute Sum","Esc",890
1998,"Quillayute Sum","Esc",1599
1999,"Quillayute Sum","Esc",713
2000,"Quillayute Sum","Esc",989
2001,"Quillayute Sum","Esc",1225
2002,"Quillayute Sum","Esc",1002
2003,"Quillayute Sum","Esc",1219
2004,"Quillayute Sum","Esc",1093
2005,"Quillayute Sum","Esc",876
2006,"Quillayute Sum","Esc",553
2007,"Quillayute Sum","Esc",502
2008,"Quillayute Sum","Esc",949
2009,"Quillayute Sum","Esc",646
2010,"Quillayute Sum","Esc",815
2011,"Quillayute Sum","Esc",587
2012,"Quillayute Sum","Esc",785
2013,"Quillayute Sum","Esc",968
2014,"Quillayute Sum","Esc",625
2015,"Quillayute Sum","Esc",783
2016,"Quillayute Sum","Esc",871
2017,"Quillayute Sum","Esc",1097
2018,"Quillayute Sum","Esc",990
2019,"Quillayute Sum","Esc",1442
2020,"Quillayute Sum","Esc",942
2021,"Quillayute Sum","Esc",1082
2022,"Quillayute Sum","Esc",1574
1975,"Quillayute Fall","Esc",NA
1976,"Quillayute Fall","Esc",2500
1977,"Quillayute Fall","Esc",3300
1978,"Quillayute Fall","Esc",4700
1979,"Quillayute Fall","Esc",3900
1980,"Quillayute Fall","Esc",6700
1981,"Quillayute Fall","Esc",5963
1982,"Quillayute Fall","Esc",7107
1983,"Quillayute Fall","Esc",3069
1984,"Quillayute Fall","Esc",9128
1985,"Quillayute Fall","Esc",6145
1986,"Quillayute Fall","Esc",10006
1987,"Quillayute Fall","Esc",12352
1988,"Quillayute Fall","Esc",15168
1989,"Quillayute Fall","Esc",9951
1990,"Quillayute Fall","Esc",13711
1991,"Quillayute Fall","Esc",6292
1992,"Quillayute Fall","Esc",6342
1993,"Quillayute Fall","Esc",5254
1994,"Quillayute Fall","Esc",4932
1995,"Quillayute Fall","Esc",5532
1996,"Quillayute Fall","Esc",7316
1997,"Quillayute Fall","Esc",5405
1998,"Quillayute Fall","Esc",6752
1999,"Quillayute Fall","Esc",3334
2000,"Quillayute Fall","Esc",3730
2001,"Quillayute Fall","Esc",5136
2002,"Quillayute Fall","Esc",6067
2003,"Quillayute Fall","Esc",7398
2004,"Quillayute Fall","Esc",3831
2005,"Quillayute Fall","Esc",6406
2006,"Quillayute Fall","Esc",5642
2007,"Quillayute Fall","Esc",3066
2008,"Quillayute Fall","Esc",3612
2009,"Quillayute Fall","Esc",3130
2010,"Quillayute Fall","Esc",4635
2011,"Quillayute Fall","Esc",3963
2012,"Quillayute Fall","Esc",3518
2013,"Quillayute Fall","Esc",3901
2014,"Quillayute Fall","Esc",2782
2015,"Quillayute Fall","Esc",3440
2016,"Quillayute Fall","Esc",3654
2017,"Quillayute Fall","Esc",3604
2018,"Quillayute Fall","Esc",3937
2019,"Quillayute Fall","Esc",7765
2020,"Quillayute Fall","Esc",8672
2021,"Quillayute Fall","Esc",5568
2022,"Quillayute Fall","Esc",8369
1975,"Hoh Spr Sum","Esc",NA
1976,"Hoh Spr Sum","Esc",600
1977,"Hoh Spr Sum","Esc",1000
1978,"Hoh Spr Sum","Esc",1400
1979,"Hoh Spr Sum","Esc",1400
1980,"Hoh Spr Sum","Esc",800
1981,"Hoh Spr Sum","Esc",1498
1982,"Hoh Spr Sum","Esc",1553
1983,"Hoh Spr Sum","Esc",1696
1984,"Hoh Spr Sum","Esc",1430
1985,"Hoh Spr Sum","Esc",978
1986,"Hoh Spr Sum","Esc",1248
1987,"Hoh Spr Sum","Esc",1710
1988,"Hoh Spr Sum","Esc",2605
1989,"Hoh Spr Sum","Esc",4697
1990,"Hoh Spr Sum","Esc",3886
1991,"Hoh Spr Sum","Esc",1078
1992,"Hoh Spr Sum","Esc",1018
1993,"Hoh Spr Sum","Esc",1411
1994,"Hoh Spr Sum","Esc",1699
1995,"Hoh Spr Sum","Esc",1132
1996,"Hoh Spr Sum","Esc",1371
1997,"Hoh Spr Sum","Esc",1826
1998,"Hoh Spr Sum","Esc",1287
1999,"Hoh Spr Sum","Esc",928
2000,"Hoh Spr Sum","Esc",492
2001,"Hoh Spr Sum","Esc",1159
2002,"Hoh Spr Sum","Esc",2464
2003,"Hoh Spr Sum","Esc",1228
2004,"Hoh Spr Sum","Esc",1786
2005,"Hoh Spr Sum","Esc",1193
2006,"Hoh Spr Sum","Esc",904
2007,"Hoh Spr Sum","Esc",810
2008,"Hoh Spr Sum","Esc",671
2009,"Hoh Spr Sum","Esc",880
2010,"Hoh Spr Sum","Esc",828
2011,"Hoh Spr Sum","Esc",827
2012,"Hoh Spr Sum","Esc",915
2013,"Hoh Spr Sum","Esc",750
2014,"Hoh Spr Sum","Esc",744
2015,"Hoh Spr Sum","Esc",1070
2016,"Hoh Spr Sum","Esc",1144
2017,"Hoh Spr Sum","Esc",1364
2018,"Hoh Spr Sum","Esc",793
2019,"Hoh Spr Sum","Esc",766
2020,"Hoh Spr Sum","Esc",1248
2021,"Hoh Spr Sum","Esc",817
2022,"Hoh Spr Sum","Esc",1055
1975,"Hoh Fall","Esc",NA
1976,"Hoh Fall","Esc",2500
1977,"Hoh Fall","Esc",2100
1978,"Hoh Fall","Esc",1900
1979,"Hoh Fall","Esc",1700
1980,"Hoh Fall","Esc",2200
1981,"Hoh Fall","Esc",3100
1982,"Hoh Fall","Esc",4500
1983,"Hoh Fall","Esc",2500
1984,"Hoh Fall","Esc",1900
1985,"Hoh Fall","Esc",1725
1986,"Hoh Fall","Esc",4981
1987,"Hoh Fall","Esc",4006
1988,"Hoh Fall","Esc",4128
1989,"Hoh Fall","Esc",5148
1990,"Hoh Fall","Esc",4236
1991,"Hoh Fall","Esc",1420
1992,"Hoh Fall","Esc",4003
1993,"Hoh Fall","Esc",2280
1994,"Hoh Fall","Esc",3967
1995,"Hoh Fall","Esc",2202
1996,"Hoh Fall","Esc",3022
1997,"Hoh Fall","Esc",1773
1998,"Hoh Fall","Esc",4257
1999,"Hoh Fall","Esc",1924
2000,"Hoh Fall","Esc",1749
2001,"Hoh Fall","Esc",2560
2002,"Hoh Fall","Esc",4415
2003,"Hoh Fall","Esc",1649
2004,"Hoh Fall","Esc",3282
2005,"Hoh Fall","Esc",4180
2006,"Hoh Fall","Esc",1535
2007,"Hoh Fall","Esc",1556
2008,"Hoh Fall","Esc",2999
2009,"Hoh Fall","Esc",2081
2010,"Hoh Fall","Esc",2599
2011,"Hoh Fall","Esc",1293
2012,"Hoh Fall","Esc",1937
2013,"Hoh Fall","Esc",1269
2014,"Hoh Fall","Esc",1933
2015,"Hoh Fall","Esc",1795
2016,"Hoh Fall","Esc",2831
2017,"Hoh Fall","Esc",1808
2018,"Hoh Fall","Esc",2478
2019,"Hoh Fall","Esc",1552
2020,"Hoh Fall","Esc",2273
2021,"Hoh Fall","Esc",2622
2022,"Hoh Fall","Esc",1866
1975,"Queets SprSum","Esc",NA
1976,"Queets SprSum","Esc",505
1977,"Queets SprSum","Esc",732
1978,"Queets SprSum","Esc",1110
1979,"Queets SprSum","Esc",870
1980,"Queets SprSum","Esc",1038
1981,"Queets SprSum","Esc",988
1982,"Queets SprSum","Esc",781
1983,"Queets SprSum","Esc",1044
1984,"Queets SprSum","Esc",958
1985,"Queets SprSum","Esc",677
1986,"Queets SprSum","Esc",925
1987,"Queets SprSum","Esc",598
1988,"Queets SprSum","Esc",1765
1989,"Queets SprSum","Esc",2568
1990,"Queets SprSum","Esc",1780
1991,"Queets SprSum","Esc",630
1992,"Queets SprSum","Esc",375
1993,"Queets SprSum","Esc",713
1994,"Queets SprSum","Esc",705
1995,"Queets SprSum","Esc",625
1996,"Queets SprSum","Esc",776
1997,"Queets SprSum","Esc",540
1998,"Queets SprSum","Esc",492
1999,"Queets SprSum","Esc",373
2000,"Queets SprSum","Esc",248
2001,"Queets SprSum","Esc",548
2002,"Queets SprSum","Esc",738
2003,"Queets SprSum","Esc",189
2004,"Queets SprSum","Esc",604
2005,"Queets SprSum","Esc",298
2006,"Queets SprSum","Esc",330
2007,"Queets SprSum","Esc",352
2008,"Queets SprSum","Esc",305
2009,"Queets SprSum","Esc",495
2010,"Queets SprSum","Esc",259
2011,"Queets SprSum","Esc",373
2012,"Queets SprSum","Esc",760
2013,"Queets SprSum","Esc",520
2014,"Queets SprSum","Esc",377
2015,"Queets SprSum","Esc",532
2016,"Queets SprSum","Esc",704
2017,"Queets SprSum","Esc",825
2018,"Queets SprSum","Esc",484
2019,"Queets SprSum","Esc",322
2020,"Queets SprSum","Esc",342
2021,"Queets SprSum","Esc",280
2022,"Queets SprSum","Esc",434
1975,"Queets Fall","Esc",NA
1976,"Queets Fall","Esc",1200
1977,"Queets Fall","Esc",3600
1978,"Queets Fall","Esc",2200
1979,"Queets Fall","Esc",3900
1980,"Queets Fall","Esc",3200
1981,"Queets Fall","Esc",4250
1982,"Queets Fall","Esc",4150
1983,"Queets Fall","Esc",2750
1984,"Queets Fall","Esc",4350
1985,"Queets Fall","Esc",4150
1986,"Queets Fall","Esc",7894
1987,"Queets Fall","Esc",6557
1988,"Queets Fall","Esc",9494
1989,"Queets Fall","Esc",9324
1990,"Queets Fall","Esc",10569
1991,"Queets Fall","Esc",4795
1992,"Queets Fall","Esc",4911
1993,"Queets Fall","Esc",3463
1994,"Queets Fall","Esc",4233
1995,"Queets Fall","Esc",3127
1996,"Queets Fall","Esc",4218
1997,"Queets Fall","Esc",2872
1998,"Queets Fall","Esc",3875
1999,"Queets Fall","Esc",1929
2000,"Queets Fall","Esc",3410
2001,"Queets Fall","Esc",2872
2002,"Queets Fall","Esc",2419
2003,"Queets Fall","Esc",4886
2004,"Queets Fall","Esc",4978
2005,"Queets Fall","Esc",4401
2006,"Queets Fall","Esc",2931
2007,"Queets Fall","Esc",768
2008,"Queets Fall","Esc",2971
2009,"Queets Fall","Esc",4010
2010,"Queets Fall","Esc",3861
2011,"Queets Fall","Esc",3710
2012,"Queets Fall","Esc",3586
2013,"Queets Fall","Esc",2502
2014,"Queets Fall","Esc",3684
2015,"Queets Fall","Esc",5313
2016,"Queets Fall","Esc",2915
2017,"Queets Fall","Esc",2707
2018,"Queets Fall","Esc",2095
2019,"Queets Fall","Esc",2504
2020,"Queets Fall","Esc",3459
2021,"Queets Fall","Esc",3187
2022,"Queets Fall","Esc",1643
1975,"Grays Harbor Spr","Esc",NA
1976,"Grays Harbor Spr","Esc",600
1977,"Grays Harbor Spr","Esc",800
1978,"Grays Harbor Spr","Esc",1000
1979,"Grays Harbor Spr","Esc",400
1980,"Grays Harbor Spr","Esc",200
1981,"Grays Harbor Spr","Esc",924
1982,"Grays Harbor Spr","Esc",610
1983,"Grays Harbor Spr","Esc",800
1984,"Grays Harbor Spr","Esc",1128
1985,"Grays Harbor Spr","Esc",1157
1986,"Grays Harbor Spr","Esc",1795
1987,"Grays Harbor Spr","Esc",841
1988,"Grays Harbor Spr","Esc",3106
1989,"Grays Harbor Spr","Esc",2068
1990,"Grays Harbor Spr","Esc",1567
1991,"Grays Harbor Spr","Esc",1289
1992,"Grays Harbor Spr","Esc",1813
1993,"Grays Harbor Spr","Esc",1254
1994,"Grays Harbor Spr","Esc",1403
1995,"Grays Harbor Spr","Esc",2070
1996,"Grays Harbor Spr","Esc",4462
1997,"Grays Harbor Spr","Esc",4460
1998,"Grays Harbor Spr","Esc",2388
1999,"Grays Harbor Spr","Esc",1285
2000,"Grays Harbor Spr","Esc",3135
2001,"Grays Harbor Spr","Esc",2860
2002,"Grays Harbor Spr","Esc",2598
2003,"Grays Harbor Spr","Esc",1904
2004,"Grays Harbor Spr","Esc",5034
2005,"Grays Harbor Spr","Esc",2130
2006,"Grays Harbor Spr","Esc",2481
2007,"Grays Harbor Spr","Esc",652
2008,"Grays Harbor Spr","Esc",996
2009,"Grays Harbor Spr","Esc",1123
2010,"Grays Harbor Spr","Esc",3495
2011,"Grays Harbor Spr","Esc",2563
2012,"Grays Harbor Spr","Esc",878
2013,"Grays Harbor Spr","Esc",2459
2014,"Grays Harbor Spr","Esc",1583
2015,"Grays Harbor Spr","Esc",1824
2016,"Grays Harbor Spr","Esc",926
2017,"Grays Harbor Spr","Esc",1405
2018,"Grays Harbor Spr","Esc",495
2019,"Grays Harbor Spr","Esc",983
2020,"Grays Harbor Spr","Esc",2828
2021,"Grays Harbor Spr","Esc",2573
2022,"Grays Harbor Spr","Esc",1348
1975,"Grays Harbor Fall","Esc",4251
1976,"Grays Harbor Fall","Esc",1836
1977,"Grays Harbor Fall","Esc",5195
1978,"Grays Harbor Fall","Esc",4555
1979,"Grays Harbor Fall","Esc",9381
1980,"Grays Harbor Fall","Esc",11656
1981,"Grays Harbor Fall","Esc",7577
1982,"Grays Harbor Fall","Esc",5606
1983,"Grays Harbor Fall","Esc",5482
1984,"Grays Harbor Fall","Esc",21058
1985,"Grays Harbor Fall","Esc",9537
1986,"Grays Harbor Fall","Esc",13808
1987,"Grays Harbor Fall","Esc",19013
1988,"Grays Harbor Fall","Esc",28158
1989,"Grays Harbor Fall","Esc",25677
1990,"Grays Harbor Fall","Esc",16995
1991,"Grays Harbor Fall","Esc",14392
1992,"Grays Harbor Fall","Esc",16592
1993,"Grays Harbor Fall","Esc",13349
1994,"Grays Harbor Fall","Esc",14320
1995,"Grays Harbor Fall","Esc",12727
1996,"Grays Harbor Fall","Esc",20227
1997,"Grays Harbor Fall","Esc",18168
1998,"Grays Harbor Fall","Esc",12529
1999,"Grays Harbor Fall","Esc",10363
2000,"Grays Harbor Fall","Esc",9385
2001,"Grays Harbor Fall","Esc",9492
2002,"Grays Harbor Fall","Esc",11841
2003,"Grays Harbor Fall","Esc",19871
2004,"Grays Harbor Fall","Esc",31773
2005,"Grays Harbor Fall","Esc",19695
2006,"Grays Harbor Fall","Esc",17428
2007,"Grays Harbor Fall","Esc",13117
2008,"Grays Harbor Fall","Esc",15391
2009,"Grays Harbor Fall","Esc",9291
2010,"Grays Harbor Fall","Esc",18166
2011,"Grays Harbor Fall","Esc",22870
2012,"Grays Harbor Fall","Esc",14032
2013,"Grays Harbor Fall","Esc",12503
2014,"Grays Harbor Fall","Esc",11893
2015,"Grays Harbor Fall","Esc",17304
2016,"Grays Harbor Fall","Esc",11248
2017,"Grays Harbor Fall","Esc",17145
2018,"Grays Harbor Fall","Esc",20730
2019,"Grays Harbor Fall","Esc",14890
2020,"Grays Harbor Fall","Esc",20879
2021,"Grays Harbor Fall","Esc",13207
2022,"Grays Harbor Fall","Esc",14259
1975,"Mid-Columbia Sum","Esc",15000
1976,"Mid-Columbia Sum","Esc",11700
1977,"Mid-Columbia Sum","Esc",14403
1978,"Mid-Columbia Sum","Esc",18667
1979,"Mid-Columbia Sum","Esc",18797
1980,"Mid-Columbia Sum","Esc",13854
1981,"Mid-Columbia Sum","Esc",8639
1982,"Mid-Columbia Sum","Esc",6587
1983,"Mid-Columbia Sum","Esc",6334
1984,"Mid-Columbia Sum","Esc",13984
1985,"Mid-Columbia Sum","Esc",14505
1986,"Mid-Columbia Sum","Esc",14850
1987,"Mid-Columbia Sum","Esc",13415
1988,"Mid-Columbia Sum","Esc",13634
1989,"Mid-Columbia Sum","Esc",17484
1990,"Mid-Columbia Sum","Esc",13432
1991,"Mid-Columbia Sum","Esc",10191
1992,"Mid-Columbia Sum","Esc",7706
1993,"Mid-Columbia Sum","Esc",12927
1994,"Mid-Columbia Sum","Esc",12292
1995,"Mid-Columbia Sum","Esc",10623
1996,"Mid-Columbia Sum","Esc",9417
1997,"Mid-Columbia Sum","Esc",10063
1998,"Mid-Columbia Sum","Esc",11225
1999,"Mid-Columbia Sum","Esc",18588
2000,"Mid-Columbia Sum","Esc",20218
2001,"Mid-Columbia Sum","Esc",48844
2002,"Mid-Columbia Sum","Esc",86825
2003,"Mid-Columbia Sum","Esc",81543
2004,"Mid-Columbia Sum","Esc",62311
2005,"Mid-Columbia Sum","Esc",54033
2006,"Mid-Columbia Sum","Esc",61821
2007,"Mid-Columbia Sum","Esc",28222
2008,"Mid-Columbia Sum","Esc",38171
2009,"Mid-Columbia Sum","Esc",44295
2010,"Mid-Columbia Sum","Esc",47220
2011,"Mid-Columbia Sum","Esc",44432
2012,"Mid-Columbia Sum","Esc",52184
2013,"Mid-Columbia Sum","Esc",68386
2014,"Mid-Columbia Sum","Esc",77982
2015,"Mid-Columbia Sum","Esc",88691
2016,"Mid-Columbia Sum","Esc",79253
2017,"Mid-Columbia Sum","Esc",56265
2018,"Mid-Columbia Sum","Esc",38816
2019,"Mid-Columbia Sum","Esc",41090
2020,"Mid-Columbia Sum","Esc",70654
2021,"Mid-Columbia Sum","Esc",52076
2022,"Mid-Columbia Sum","Esc",64497
1975,"Columbia Upriver Brights","Esc",29600
1976,"Columbia Upriver Brights","Esc",27700
1977,"Columbia Upriver Brights","Esc",36060
1978,"Columbia Upriver Brights","Esc",25798
1979,"Columbia Upriver Brights","Esc",28926
1980,"Columbia Upriver Brights","Esc",27658
1981,"Columbia Upriver Brights","Esc",19520
1982,"Columbia Upriver Brights","Esc",28313
1983,"Columbia Upriver Brights","Esc",45402
1984,"Columbia Upriver Brights","Esc",53947
1985,"Columbia Upriver Brights","Esc",80756
1986,"Columbia Upriver Brights","Esc",92796
1987,"Columbia Upriver Brights","Esc",125632
1988,"Columbia Upriver Brights","Esc",97719
1989,"Columbia Upriver Brights","Esc",82926
1990,"Columbia Upriver Brights","Esc",48820
1991,"Columbia Upriver Brights","Esc",40066
1992,"Columbia Upriver Brights","Esc",41429
1993,"Columbia Upriver Brights","Esc",42515
1994,"Columbia Upriver Brights","Esc",66637
1995,"Columbia Upriver Brights","Esc",50546
1996,"Columbia Upriver Brights","Esc",53049
1997,"Columbia Upriver Brights","Esc",50198
1998,"Columbia Upriver Brights","Esc",41936
1999,"Columbia Upriver Brights","Esc",43549
2000,"Columbia Upriver Brights","Esc",49579
2001,"Columbia Upriver Brights","Esc",84445
2002,"Columbia Upriver Brights","Esc",116628
2003,"Columbia Upriver Brights","Esc",160609
2004,"Columbia Upriver Brights","Esc",147623
2005,"Columbia Upriver Brights","Esc",110116
2006,"Columbia Upriver Brights","Esc",75483
2007,"Columbia Upriver Brights","Esc",44698
2008,"Columbia Upriver Brights","Esc",72406
2009,"Columbia Upriver Brights","Esc",83778
2010,"Columbia Upriver Brights","Esc",164917
2011,"Columbia Upriver Brights","Esc",128280
2012,"Columbia Upriver Brights","Esc",128074
2013,"Columbia Upriver Brights","Esc",365920
2014,"Columbia Upriver Brights","Esc",297063
2015,"Columbia Upriver Brights","Esc",383944
2016,"Columbia Upriver Brights","Esc",186006
2017,"Columbia Upriver Brights","Esc",124748
2018,"Columbia Upriver Brights","Esc",73893
2019,"Columbia Upriver Brights","Esc",94796
2020,"Columbia Upriver Brights","Esc",125815
2021,"Columbia Upriver Brights","Esc",117077
2022,"Columbia Upriver Brights","Esc",95558
1975,"Coweeman","Traditional Esc",217
1975,"Coweeman","PSC Study Esc",NA
1976,"Coweeman","Traditional Esc",175
1976,"Coweeman","PSC Study Esc",NA
1977,"Coweeman","Traditional Esc",203
1977,"Coweeman","PSC Study Esc",NA
1978,"Coweeman","Traditional Esc",146
1978,"Coweeman","PSC Study Esc",NA
1979,"Coweeman","Traditional Esc",208
1979,"Coweeman","PSC Study Esc",NA
1980,"Coweeman","Traditional Esc",127
1980,"Coweeman","PSC Study Esc",NA
1981,"Coweeman","Traditional Esc",90
1981,"Coweeman","PSC Study Esc",NA
1982,"Coweeman","Traditional Esc",123
1982,"Coweeman","PSC Study Esc",NA
1983,"Coweeman","Traditional Esc",90
1983,"Coweeman","PSC Study Esc",NA
1984,"Coweeman","Traditional Esc",354
